area,header,class,method,method_line,method_static,method_status,matched_capi,triage,priority,next_phase,residual_kind,signature,note
include/sksl,include/sksl/SkSLDebugTrace.h,DebugTrace,dump,10,no,missing,,na,P3,Phase 9 optional,debug_interface,virtual void dump(SkWStream* o) const = 0;,
include/utils,include/utils/SkCamera.h,Sk3DView,setCameraLocation,65,no,missing,Sk3DView_applyToCanvas|Sk3DView_delete|Sk3DView_dotWithNormal|Sk3DView_getMatrix|Sk3DView_new|Sk3DView_restore|Sk3DView_rotateX|Sk3DView_rotateY,na,P3,Phase 8,tracked,"void setCameraLocation(SkScalar x, SkScalar y, SkScalar z);",
include/utils,include/utils/SkCamera.h,Sk3DView,getCameraLocationX,65,no,missing,Sk3DView_applyToCanvas|Sk3DView_delete|Sk3DView_dotWithNormal|Sk3DView_getMatrix|Sk3DView_new|Sk3DView_restore|Sk3DView_rotateX|Sk3DView_rotateY,na,P3,Phase 8,tracked,SkScalar getCameraLocationX() const;,
include/utils,include/utils/SkCamera.h,Sk3DView,getCameraLocationY,65,no,missing,Sk3DView_applyToCanvas|Sk3DView_delete|Sk3DView_dotWithNormal|Sk3DView_getMatrix|Sk3DView_new|Sk3DView_restore|Sk3DView_rotateX|Sk3DView_rotateY,na,P3,Phase 8,tracked,SkScalar getCameraLocationY() const;,
include/utils,include/utils/SkCamera.h,Sk3DView,getCameraLocationZ,65,no,missing,Sk3DView_applyToCanvas|Sk3DView_delete|Sk3DView_dotWithNormal|Sk3DView_getMatrix|Sk3DView_new|Sk3DView_restore|Sk3DView_rotateX|Sk3DView_rotateY,na,P3,Phase 8,tracked,SkScalar getCameraLocationZ() const;,
modules/bentleyottmann,modules/bentleyottmann/include/EventQueue.h,EventQueue,Make,54,yes,missing,,real_gap,P3,Phase 9 optional,low_priority_internal,static std::optional<EventQueue> Make(SkSpan<const Segment> segments);,
modules/bentleyottmann,modules/bentleyottmann/include/EventQueue.h,EventQueue,EventQueue,54,no,missing,,real_gap,P3,Phase 9 optional,low_priority_internal,EventQueue(Queue&& queue);,
modules/bentleyottmann,modules/bentleyottmann/include/EventQueue.h,EventQueue,EventQueue,54,no,missing,,na,P3,Phase 9 optional,low_priority_internal,EventQueue() = default;,
modules/bentleyottmann,modules/bentleyottmann/include/EventQueue.h,EventQueue,addCrossing,54,no,missing,,real_gap,P3,Phase 9 optional,low_priority_internal,"void addCrossing(Point crossingPoint, const Segment& s0, const Segment& s1) override;",
modules/bentleyottmann,modules/bentleyottmann/include/EventQueue.h,EventQueue,hasMoreEvents,54,no,missing,,real_gap,P3,Phase 9 optional,low_priority_internal,bool hasMoreEvents() const;,
modules/bentleyottmann,modules/bentleyottmann/include/EventQueue.h,EventQueue,handleNextEventPoint,54,no,missing,,real_gap,P3,Phase 9 optional,low_priority_internal,void handleNextEventPoint(SweepLineInterface* handler);,
modules/bentleyottmann,modules/bentleyottmann/include/EventQueue.h,EventQueue,crossings,54,no,missing,,real_gap,P3,Phase 9 optional,low_priority_internal,std::vector<Crossing> crossings();,
modules/bentleyottmann,modules/bentleyottmann/include/EventQueueInterface.h,EventQueueInterface,EventQueueInterface,15,no,missing,,na,P3,Phase 9 optional,low_priority_internal,EventQueueInterface() = default;,
modules/bentleyottmann,modules/bentleyottmann/include/EventQueueInterface.h,EventQueueInterface,EventQueueInterface,15,no,missing,,na,P3,Phase 9 optional,low_priority_internal,EventQueueInterface(const EventQueueInterface&) = default;,
modules/bentleyottmann,modules/bentleyottmann/include/EventQueueInterface.h,EventQueueInterface,EventQueueInterface,15,no,missing,,na,P3,Phase 9 optional,low_priority_internal,EventQueueInterface(EventQueueInterface&&) = default;,
modules/bentleyottmann,modules/bentleyottmann/include/EventQueueInterface.h,EventQueueInterface,~EventQueueInterface,15,no,missing,,na,P3,Phase 9 optional,low_priority_internal,virtual ~EventQueueInterface() = default;,
modules/bentleyottmann,modules/bentleyottmann/include/EventQueueInterface.h,EventQueueInterface,addCrossing,15,no,missing,,na,P3,Phase 9 optional,low_priority_internal,"virtual void addCrossing(Point crossingPoint, const Segment& s0, const Segment& s1) = 0;",
modules/bentleyottmann,modules/bentleyottmann/include/EventQueueInterface.h,OrderBySlope,operator(),28,no,missing,,na,P3,Phase 9 optional,low_priority_internal,"bool operator()(const Segment& s0, const Segment& s1) const;",
modules/bentleyottmann,modules/bentleyottmann/include/EventQueueInterface.h,SweepLineInterface,~SweepLineInterface,38,no,missing,,na,P3,Phase 9 optional,low_priority_internal,virtual ~SweepLineInterface() = default;,
modules/bentleyottmann,modules/bentleyottmann/include/EventQueueInterface.h,SweepLineInterface,handleDeletions,38,no,missing,,na,P3,Phase 9 optional,low_priority_internal,"virtual void handleDeletions(Point eventPoint, const DeletionSegmentSet& removing) = 0;",
modules/bentleyottmann,modules/bentleyottmann/include/EventQueueInterface.h,SweepLineInterface,handleInsertionsAndCheckForNewCrossings,38,no,missing,,na,P3,Phase 9 optional,low_priority_internal,"virtual void handleInsertionsAndCheckForNewCrossings( Point eventPoint, const InsertionSegmentSet& inserting, EventQueueInterface* queue) = 0;",
modules/bentleyottmann,modules/bentleyottmann/include/Int96.h,Int96,Make,7,yes,missing,,real_gap,P3,Phase 9 optional,low_priority_internal,static Int96 Make(int32_t a);,
modules/bentleyottmann,modules/bentleyottmann/include/Int96.h,Int96,Make,7,yes,missing,,real_gap,P3,Phase 9 optional,low_priority_internal,static Int96 Make(int64_t a);,
modules/bentleyottmann,modules/bentleyottmann/include/Segment.h,Segment,upper,11,no,missing,SkContourMeasure_getSegment|SkPathMeasure_getSegment|SkPath_getSegmentMasks,real_gap,P3,Phase 9 optional,low_priority_internal,Point upper() const;,
modules/bentleyottmann,modules/bentleyottmann/include/Segment.h,Segment,lower,11,no,missing,SkContourMeasure_getSegment|SkPathMeasure_getSegment|SkPath_getSegmentMasks,real_gap,P3,Phase 9 optional,low_priority_internal,Point lower() const;,
modules/bentleyottmann,modules/bentleyottmann/include/Segment.h,Segment,bounds,11,no,missing,SkContourMeasure_getSegment|SkPathMeasure_getSegment|SkPath_getSegmentMasks,real_gap,P3,Phase 9 optional,low_priority_internal,"std::tuple<int32_t, int32_t, int32_t, int32_t> bounds() const;",
modules/bentleyottmann,modules/bentleyottmann/include/SweepLine.h,SweepLine,SweepLine,12,no,missing,,real_gap,P3,Phase 9 optional,low_priority_internal,SweepLine();,
modules/bentleyottmann,modules/bentleyottmann/include/SweepLine.h,SweepLine,handleDeletions,12,no,missing,,real_gap,P3,Phase 9 optional,low_priority_internal,"void handleDeletions(Point eventPoint, const DeletionSegmentSet& removing) override;",
modules/bentleyottmann,modules/bentleyottmann/include/SweepLine.h,SweepLine,handleInsertionsAndCheckForNewCrossings,12,no,missing,,real_gap,P3,Phase 9 optional,low_priority_internal,"void handleInsertionsAndCheckForNewCrossings(Point eventPoint, const InsertionSegmentSet& inserting, EventQueueInterface* queue) override;",
modules/skottie,modules/skottie/include/ExternalLayer.h,ExternalLayer,render,12,no,missing,,na,P3,Phase 9 optional,tracked,"virtual void render(SkCanvas* canvas, double t) = 0;",
modules/skottie,modules/skottie/include/ExternalLayer.h,PrecompInterceptor,onLoadPrecomp,19,no,missing,,na,P3,Phase 9 optional,tracked,"virtual sk_sp<ExternalLayer> onLoadPrecomp(const char id[], const char name[], const SkSize& size) = 0;",
modules/skottie,modules/skottie/include/Skottie.h,Logger,log,42,no,missing,,na,P3,Phase 9 optional,tracked,"virtual void log(Level, const char message[], const char* json = nullptr);",
modules/skottie,modules/skottie/include/Skottie.h,T,evaluate,48,no,missing,DateTime_toISO8601|GrBackendFormat_asMockColorType|GrBackendFormat_asMockCompressionType|GrBackendFormat_makeTexture2D|GrBackendFormat_textureType|GrBackendRenderTarget_asHandle|GrBackendRenderTarget_backend|GrBackendRenderTarget_delete,real_gap,P3,Phase 9 optional,tracked,virtual T evaluate(float t) = 0;,
modules/skottie,modules/skottie/include/Skottie.h,ExpressionManager,createNumberExpressionEvaluator,56,no,missing,,na,P3,Phase 9 optional,tracked,virtual sk_sp<ExpressionEvaluator<float>> createNumberExpressionEvaluator( const char expression[]) = 0;,
modules/skottie,modules/skottie/include/Skottie.h,ExpressionManager,createStringExpressionEvaluator,56,no,missing,,na,P3,Phase 9 optional,tracked,virtual sk_sp<ExpressionEvaluator<SkString>> createStringExpressionEvaluator( const char expression[]) = 0;,
modules/skottie,modules/skottie/include/Skottie.h,ExpressionManager,createArrayExpressionEvaluator,56,no,missing,,na,P3,Phase 9 optional,tracked,virtual sk_sp<ExpressionEvaluator<std::vector<float>>> createArrayExpressionEvaluator( const char expression[]) = 0;,
modules/skottie,modules/skottie/include/Skottie.h,MarkerObserver,onMarker,69,no,missing,,na,P3,Phase 9 optional,tracked,"virtual void onMarker(const char name[], float t0, float t1) = 0;",
modules/skottie,modules/skottie/include/Skottie.h,Animation,~Animation,142,no,false_positive,Skottie_Animation_Make|Skottie_Animation_MakeFromFile|Skottie_Animation_duration|Skottie_Animation_fps|Skottie_Animation_height|Skottie_Animation_inPoint|Skottie_Animation_outPoint|Skottie_Animation_ref,false_positive,P0,Phase 10,coverage_polish,~Animation();,destructor/lifetime should be represented by wrapper release/delete API
modules/skottie,modules/skottie/include/SkottieProperty.h,GlyphDecorator,onDecorate,50,no,missing,,na,P3,Phase 9 optional,tracked,"virtual void onDecorate(SkCanvas*, const TextInfo&) = 0;",
modules/skottie,modules/skottie/include/SkottieProperty.h,TransformPropertyValue,operator==,90,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,bool operator==(const TransformPropertyValue& other) const;,C++ operator convenience should not be exposed directly; add named helper only if needed
modules/skottie,modules/skottie/include/SkottieProperty.h,TransformPropertyValue,operator!=,90,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,bool operator!=(const TransformPropertyValue& other) const;,C++ operator convenience should not be exposed directly; add named helper only if needed
modules/skottie,modules/skottie/include/SkottieProperty.h,PropertyObserver,onColorProperty,143,no,missing,,na,P3,Phase 9 optional,tracked,"virtual void onColorProperty (const char node_name[], const LazyHandle<ColorPropertyHandle>&);",
modules/skottie,modules/skottie/include/SkottieProperty.h,PropertyObserver,onOpacityProperty,143,no,missing,,na,P3,Phase 9 optional,tracked,"virtual void onOpacityProperty (const char node_name[], const LazyHandle<OpacityPropertyHandle>&);",
modules/skottie,modules/skottie/include/SkottieProperty.h,PropertyObserver,onTextProperty,143,no,missing,,na,P3,Phase 9 optional,tracked,"virtual void onTextProperty (const char node_name[], const LazyHandle<TextPropertyHandle>&);",
modules/skottie,modules/skottie/include/SkottieProperty.h,PropertyObserver,onTransformProperty,143,no,missing,,na,P3,Phase 9 optional,tracked,"virtual void onTransformProperty(const char node_name[], const LazyHandle<TransformPropertyHandle>&);",
modules/skottie,modules/skottie/include/SkottieProperty.h,PropertyObserver,onEnterNode,143,no,missing,,na,P3,Phase 9 optional,tracked,"virtual void onEnterNode(const char node_name[], NodeType node_type);",
modules/skottie,modules/skottie/include/SkottieProperty.h,PropertyObserver,onLeavingNode,143,no,missing,,na,P3,Phase 9 optional,tracked,"virtual void onLeavingNode(const char node_name[], NodeType node_type);",
modules/skottie,modules/skottie/include/SlotManager.h,SlotManager,SlotManager,35,no,missing,SlotManager_getColorSlot|SlotManager_getImageSlot|SlotManager_getScalarSlot|SlotManager_getSlotInfo|SlotManager_getTextSlot|SlotManager_getVec2Slot|SlotManager_ref|SlotManager_release,na,P3,Phase 9 optional,tracked,SlotManager(sk_sp<skottie::internal::SceneGraphRevalidator>);,
modules/skottie,modules/skottie/include/SlotManager.h,SlotManager,~SlotManager,35,no,false_positive,SlotManager_getColorSlot|SlotManager_getImageSlot|SlotManager_getScalarSlot|SlotManager_getSlotInfo|SlotManager_getTextSlot|SlotManager_getVec2Slot|SlotManager_ref|SlotManager_release,false_positive,P0,Phase 10,coverage_polish,~SlotManager() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/skottie,modules/skottie/include/TextShaper.h,Shaper,Shape,158,yes,missing,,real_gap,P3,Phase 9 optional,tracked,"static Result Shape(const SkString& text, const TextDesc& desc, const SkPoint& point, const sk_sp<SkFontMgr>&);",
modules/skottie,modules/skottie/include/TextShaper.h,Shaper,Shape,158,yes,missing,,real_gap,P3,Phase 9 optional,tracked,"static Result Shape(const SkString& text, const TextDesc& desc, const SkRect& box, const sk_sp<SkFontMgr>&);",
modules/skparagraph,modules/skparagraph/include/FontArguments.h,FontArguments,FontArguments,12,no,missing,SkFontArguments_delete|SkFontArguments_getCollectionIndex|SkFontArguments_getPalette|SkFontArguments_getVariationDesignPosition|SkFontArguments_new|SkFontArguments_setCollectionIndex|SkFontArguments_setPalette|SkFontArguments_setVariationDesignPosition,real_gap,P2,Phase 9 optional,tracked,FontArguments(const SkFontArguments&);,
modules/skparagraph,modules/skparagraph/include/FontArguments.h,FontArguments,FontArguments,12,no,missing,SkFontArguments_delete|SkFontArguments_getCollectionIndex|SkFontArguments_getPalette|SkFontArguments_getVariationDesignPosition|SkFontArguments_new|SkFontArguments_setCollectionIndex|SkFontArguments_setPalette|SkFontArguments_setVariationDesignPosition,real_gap,P2,Phase 9 optional,tracked,FontArguments(const FontArguments&) = default;,
modules/skparagraph,modules/skparagraph/include/FontArguments.h,FontArguments,FontArguments,12,no,missing,SkFontArguments_delete|SkFontArguments_getCollectionIndex|SkFontArguments_getPalette|SkFontArguments_getVariationDesignPosition|SkFontArguments_new|SkFontArguments_setCollectionIndex|SkFontArguments_setPalette|SkFontArguments_setVariationDesignPosition,real_gap,P2,Phase 9 optional,tracked,FontArguments(FontArguments&&) = default;,
modules/skparagraph,modules/skparagraph/include/FontArguments.h,FontArguments,CloneTypeface,12,no,missing,SkFontArguments_delete|SkFontArguments_getCollectionIndex|SkFontArguments_getPalette|SkFontArguments_getVariationDesignPosition|SkFontArguments_new|SkFontArguments_setCollectionIndex|SkFontArguments_setPalette|SkFontArguments_setVariationDesignPosition,real_gap,P2,Phase 9 optional,tracked,sk_sp<SkTypeface> CloneTypeface(const sk_sp<SkTypeface>& typeface) const;,
modules/skparagraph,modules/skparagraph/include/Metrics.h,StyleMetrics,StyleMetrics,9,no,na,,real_gap,P2,Phase 9 optional,tracked,StyleMetrics(const TextStyle* style) : text_style(style) {},
modules/skparagraph,modules/skparagraph/include/Metrics.h,StyleMetrics,StyleMetrics,9,no,na,,real_gap,P2,Phase 9 optional,tracked,"StyleMetrics(const TextStyle* style, SkFontMetrics& metrics) : text_style(style), font_metrics(metrics) {}",
modules/skparagraph,modules/skparagraph/include/Paragraph.h,Paragraph,Paragraph,18,no,false_positive,SkParagraph_Paragraph_delete|SkParagraph_Paragraph_didExceedMaxLines|SkParagraph_Paragraph_getAlphabeticBaseline|SkParagraph_Paragraph_getGlyphPositionAtCoordinate|SkParagraph_Paragraph_getHeight|SkParagraph_Paragraph_getIdeographicBaseline|SkParagraph_Paragraph_getLineMetrics|SkParagraph_Paragraph_getLongestLine,real_gap,P1,Phase 9 optional,tracked,"Paragraph(ParagraphStyle style, sk_sp<FontCollection> fonts);",
modules/skparagraph,modules/skparagraph/include/Paragraph.h,Paragraph,updateForegroundPaint,18,no,covered,SkParagraph_Paragraph_updateForegroundPaint,real_gap,P1,Phase 9 optional,tracked,"virtual void updateForegroundPaint(size_t from, size_t to, SkPaint paint) = 0;",
modules/skparagraph,modules/skparagraph/include/Paragraph.h,Paragraph,updateBackgroundPaint,18,no,covered,SkParagraph_Paragraph_updateBackgroundPaint,real_gap,P1,Phase 9 optional,tracked,"virtual void updateBackgroundPaint(size_t from, size_t to, SkPaint paint) = 0;",
modules/skparagraph,modules/skparagraph/include/ParagraphCache.h,ParagraphCache,updateParagraph,16,no,na,SkParagraph_ParagraphCache_abandon|SkParagraph_ParagraphCache_count|SkParagraph_ParagraphCache_delete|SkParagraph_ParagraphCache_new|SkParagraph_ParagraphCache_printStatistics|SkParagraph_ParagraphCache_reset|SkParagraph_ParagraphCache_turnOn,na,P3,Phase 9 optional,tracked,bool updateParagraph(ParagraphImpl* paragraph);,
modules/skparagraph,modules/skparagraph/include/ParagraphCache.h,ParagraphCache,findParagraph,16,no,na,SkParagraph_ParagraphCache_abandon|SkParagraph_ParagraphCache_count|SkParagraph_ParagraphCache_delete|SkParagraph_ParagraphCache_new|SkParagraph_ParagraphCache_printStatistics|SkParagraph_ParagraphCache_reset|SkParagraph_ParagraphCache_turnOn,na,P3,Phase 9 optional,tracked,bool findParagraph(ParagraphImpl* paragraph);,
modules/skparagraph,modules/skparagraph/include/ParagraphCache.h,ParagraphCache,setChecker,16,no,na,SkParagraph_ParagraphCache_abandon|SkParagraph_ParagraphCache_count|SkParagraph_ParagraphCache_delete|SkParagraph_ParagraphCache_new|SkParagraph_ParagraphCache_printStatistics|SkParagraph_ParagraphCache_reset|SkParagraph_ParagraphCache_turnOn,na,P3,Phase 9 optional,tracked,"void setChecker(std::function<void(ParagraphImpl* impl, const char*, bool)> checker) { fChecker = std::move(checker); }",
modules/skparagraph,modules/skparagraph/include/ParagraphCache.h,ParagraphCache,isPossiblyTextEditing,16,no,na,SkParagraph_ParagraphCache_abandon|SkParagraph_ParagraphCache_count|SkParagraph_ParagraphCache_delete|SkParagraph_ParagraphCache_new|SkParagraph_ParagraphCache_printStatistics|SkParagraph_ParagraphCache_reset|SkParagraph_ParagraphCache_turnOn,na,P3,Phase 9 optional,tracked,bool isPossiblyTextEditing(ParagraphImpl* paragraph);,
